0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55
0.540313,0.540761,0.541078,0.542397,0.541805,0.54289,0.54155,0.542405,0.543891,0.541641,0.545089,0.542209,0.541295,0.542355,0.542408,0.542319,0.543782,0.542337,0.542118,0.54244,0.542829,0.541766,0.542336,0.542572,0.542198,0.541723,0.54232,0.543912,0.540824,0.542306,0.541363,0.541008,0.541833,0.542248,0.541686,0.540939,0.5425,0.544193,0.543539,0.54249,0.539692,0.543392,0.541051,0.543101,0.541542,0.541138,0.542269,0.542612,0.541888,0.541522
0.532526,0.531703,0.533027,0.533879,0.534049,0.535045,0.531993,0.533967,0.535547,0.534021,0.537032,0.533011,0.533517,0.535148,0.533997,0.534017,0.534686,0.533506,0.53391,0.534509,0.535207,0.532438,0.534319,0.534263,0.53454,0.534868,0.533296,0.534527,0.533581,0.536836,0.533064,0.532184,0.534528,0.533545,0.534178,0.532393,0.532474,0.535882,0.534746,0.532361,0.529702,0.535095,0.533994,0.533057,0.533587,0.534108,0.534767,0.533769,0.532785,0.533242
0.523695,0.523085,0.525034,0.52533,0.525833,0.526289,0.523052,0.526184,0.526852,0.525802,0.529198,0.524602,0.524426,0.52839,0.525338,0.525986,0.526182,0.525572,0.525459,0.527789,0.52864,0.525025,0.527619,0.524954,0.525117,0.52668,0.523961,0.527673,0.525733,0.524628,0.524919,0.524595,0.524958,0.525302,0.525554,0.524048,0.525222,0.528942,0.526779,0.524506,0.521178,0.526233,0.524092,0.52774,0.526905,0.526474,0.526074,0.52512,0.524374,0.524766
0.51569,0.515213,0.518115,0.515418,0.518383,0.518347,0.514512,0.518899,0.518383,0.516486,0.520051,0.517764,0.516685,0.521647,0.51638,0.518873,0.518525,0.519119,0.516928,0.517497,0.521476,0.516388,0.518688,0.513618,0.51775,0.517241,0.514916,0.518361,0.516927,0.516459,0.515076,0.515097,0.51872,0.517612,0.517045,0.51558,0.517066,0.520504,0.518782,0.514351,0.510271,0.518463,0.515152,0.519145,0.517046,0.518622,0.517333,0.515269,0.517537,0.517226
0.507493,0.506659,0.510871,0.506851,0.510851,0.511022,0.506222,0.511229,0.508237,0.508642,0.512046,0.50807,0.507886,0.511997,0.50576,0.509899,0.509728,0.510863,0.508592,0.507249,0.512497,0.506253,0.510818,0.504917,0.509087,0.50583,0.506482,0.508994,0.506779,0.507837,0.506925,0.505178,0.510556,0.507907,0.50746,0.505944,0.509028,0.512511,0.510667,0.505635,0.501298,0.510273,0.508321,0.511853,0.508337,0.508563,0.508566,0.50585,0.509581,0.507087
0.498168,0.499342,0.503508,0.496831,0.502157,0.502444,0.497462,0.50152,0.497781,0.500205,0.504025,0.499211,0.500384,0.503342,0.496223,0.502538,0.499608,0.50067,0.499078,0.496726,0.503982,0.498332,0.503357,0.495154,0.500361,0.496405,0.497984,0.499837,0.495975,0.498528,0.497658,0.496631,0.503808,0.496389,0.497816,0.495834,0.499933,0.503366,0.500766,0.496509,0.492022,0.50264,0.501113,0.501555,0.498964,0.498264,0.499849,0.497199,0.500912,0.496441
0.488185,0.489755,0.494111,0.487892,0.493455,0.494525,0.48869,0.491755,0.48739,0.488463,0.494988,0.489801,0.491643,0.496128,0.487524,0.493788,0.490993,0.492158,0.489401,0.488197,0.496892,0.48949,0.492773,0.48385,0.491944,0.486338,0.488118,0.490959,0.484541,0.489623,0.489697,0.4874,0.493811,0.48623,0.4898,0.486549,0.49225,0.493064,0.491821,0.486299,0.480618,0.493993,0.492469,0.491997,0.489951,0.487454,0.49237,0.488281,0.49367,0.485356
0.480517,0.482291,0.485019,0.478896,0.484692,0.486679,0.479099,0.481492,0.475054,0.479313,0.487671,0.477198,0.480682,0.487267,0.477734,0.486343,0.480877,0.483272,0.480591,0.477219,0.485858,0.481401,0.484677,0.473308,0.482658,0.474678,0.480341,0.480659,0.47556,0.481967,0.480347,0.477509,0.486164,0.476896,0.482105,0.476979,0.484458,0.482717,0.482909,0.476285,0.471034,0.485572,0.482025,0.482669,0.479913,0.476597,0.482779,0.479983,0.483797,0.476689
0.472612,0.473765,0.477388,0.467566,0.474867,0.478685,0.469723,0.47136,0.464131,0.469886,0.478363,0.466101,0.469613,0.475827,0.468798,0.4749,0.470374,0.473351,0.470118,0.466203,0.47473,0.471544,0.477433,0.462296,0.47266,0.4641,0.470267,0.471066,0.46702,0.471396,0.470714,0.469509,0.476042,0.46724,0.471958,0.466761,0.476254,0.473058,0.473632,0.467236,0.461847,0.476561,0.47252,0.474289,0.471079,0.465424,0.474205,0.47045,0.47467,0.467985
0.465375,0.46496,0.469434,0.45644,0.46484,0.468984,0.4601,0.462436,0.451079,0.46153,0.467619,0.457101,0.460337,0.467918,0.460736,0.465749,0.458881,0.465743,0.460408,0.454929,0.464422,0.462703,0.46955,0.453872,0.461326,0.452323,0.46078,0.459166,0.454368,0.463271,0.461477,0.460061,0.46786,0.455355,0.463314,0.458121,0.468687,0.462463,0.465608,0.458444,0.450414,0.465227,0.462549,0.464569,0.461218,0.456275,0.465872,0.458525,0.462509,0.458209
0.457057,0.453567,0.461165,0.44688,0.45597,0.45967,0.449558,0.452949,0.440046,0.452382,0.455829,0.445538,0.448696,0.45846,0.450387,0.455981,0.447557,0.454974,0.450335,0.443363,0.454135,0.453727,0.459558,0.443283,0.450966,0.441694,0.451181,0.448939,0.441514,0.455508,0.450436,0.45101,0.458993,0.445766,0.454098,0.449289,0.460023,0.452869,0.455299,0.446881,0.441478,0.455639,0.450997,0.453544,0.451596,0.445877,0.457439,0.448204,0.452194,0.445871
0.449773,0.443504,0.452256,0.435693,0.446629,0.451203,0.440144,0.443744,0.428525,0.44245,0.443085,0.43399,0.437262,0.447899,0.441809,0.444805,0.435268,0.444739,0.441396,0.431548,0.442123,0.443598,0.45082,0.433248,0.441901,0.429779,0.440942,0.438281,0.428034,0.445551,0.440665,0.441111,0.451727,0.435625,0.443987,0.436349,0.45121,0.441117,0.445226,0.436689,0.429334,0.44565,0.440436,0.443912,0.441669,0.436306,0.448603,0.437992,0.441104,0.435755
0.442153,0.434344,0.443771,0.425286,0.436779,0.440694,0.429676,0.434839,0.414964,0.431002,0.431348,0.422716,0.423409,0.43713,0.432555,0.433822,0.424346,0.43648,0.430113,0.421684,0.431105,0.434116,0.440924,0.424145,0.430763,0.417835,0.429668,0.426585,0.417383,0.436515,0.428639,0.43062,0.442662,0.423698,0.434175,0.426257,0.441217,0.427826,0.432821,0.426679,0.417372,0.435152,0.428918,0.433886,0.432281,0.425629,0.439954,0.427572,0.430553,0.425624
0.43551,0.426572,0.432843,0.412534,0.426714,0.43149,0.420373,0.426274,0.402052,0.419171,0.419549,0.410057,0.409963,0.426751,0.42228,0.423437,0.41217,0.426362,0.418909,0.410142,0.418962,0.423881,0.430989,0.41456,0.421288,0.406985,0.421145,0.414522,0.404871,0.425456,0.416151,0.418192,0.432199,0.411903,0.424804,0.414232,0.433593,0.415869,0.420642,0.416514,0.405097,0.423197,0.416856,0.422269,0.423453,0.41469,0.430722,0.417002,0.419275,0.41461
0.425852,0.416885,0.42316,0.402318,0.417603,0.422234,0.410117,0.416959,0.390088,0.409848,0.408247,0.397431,0.396014,0.415482,0.411821,0.413062,0.399074,0.417148,0.408236,0.396525,0.406267,0.413432,0.420858,0.402629,0.41342,0.395653,0.411125,0.401407,0.392604,0.414201,0.403365,0.407101,0.42396,0.400723,0.414661,0.402431,0.424106,0.405095,0.410017,0.402508,0.393773,0.411443,0.405427,0.411922,0.414231,0.404422,0.422234,0.406495,0.407076,0.404702
0.419478,0.405877,0.413971,0.391948,0.408713,0.412719,0.398999,0.409455,0.37728,0.39766,0.395942,0.383177,0.383172,0.40237,0.40089,0.403077,0.384794,0.405977,0.39834,0.385549,0.393696,0.40448,0.409237,0.393076,0.402581,0.382332,0.402677,0.389406,0.380505,0.403555,0.390847,0.396177,0.413704,0.389946,0.406145,0.389617,0.415182,0.392253,0.39986,0.391913,0.383539,0.400639,0.391795,0.401983,0.403261,0.394718,0.412151,0.394441,0.395279,0.395942
0.412016,0.394593,0.40279,0.379762,0.397883,0.400899,0.390011,0.401983,0.363429,0.383665,0.384452,0.369479,0.367999,0.389231,0.391348,0.393464,0.373297,0.395547,0.387127,0.372694,0.381911,0.39587,0.397958,0.383087,0.392663,0.372165,0.394753,0.377068,0.366416,0.395279,0.378999,0.384004,0.403336,0.375485,0.39498,0.376803,0.405322,0.378715,0.390427,0.381172,0.370997,0.389256,0.379192,0.392471,0.393438,0.38196,0.403136,0.384371,0.38196,0.383851
0.405543,0.385462,0.392828,0.368047,0.387887,0.390489,0.380726,0.392176,0.349046,0.373914,0.371622,0.355892,0.354342,0.376315,0.383384,0.38347,0.360363,0.385493,0.377019,0.359352,0.369232,0.384835,0.388142,0.369743,0.381316,0.360127,0.383326,0.364215,0.352926,0.385529,0.366416,0.371663,0.393862,0.364953,0.384899,0.365579,0.394604,0.363899,0.379888,0.370484,0.358428,0.379666,0.364678,0.381884,0.381755,0.371242,0.395306,0.373455,0.368889,0.37164
0.397453,0.375166,0.382674,0.3569,0.378277,0.381245,0.369893,0.382339,0.336118,0.362888,0.35933,0.341091,0.338815,0.362194,0.372752,0.371685,0.347044,0.373983,0.365489,0.346478,0.355467,0.373583,0.376723,0.358148,0.369506,0.346148,0.372111,0.351947,0.337488,0.374058,0.353699,0.360062,0.384639,0.350972,0.374344,0.354711,0.384902,0.350095,0.366767,0.357539,0.346091,0.368403,0.352302,0.36886,0.371517,0.359213,0.384956,0.362281,0.357613,0.360085
0.38917,0.364732,0.37344,0.344776,0.369313,0.370443,0.35858,0.372661,0.32133,0.35284,0.345475,0.327266,0.322305,0.34787,0.361967,0.362809,0.333221,0.364345,0.35442,0.33471,0.343169,0.364554,0.362905,0.346569,0.357619,0.331796,0.36102,0.340221,0.321958,0.363679,0.340857,0.348718,0.372291,0.337646,0.362743,0.342665,0.373911,0.335335,0.353822,0.345172,0.332723,0.35553,0.33982,0.35885,0.359842,0.346858,0.376408,0.350092,0.346512,0.347697
0.381251,0.353923,0.364343,0.330684,0.357549,0.359807,0.346245,0.360848,0.307393,0.341915,0.330736,0.3136,0.305889,0.334908,0.353825,0.351319,0.318987,0.35247,0.344291,0.324284,0.330017,0.354498,0.349009,0.33597,0.347585,0.319423,0.349887,0.328031,0.306118,0.352804,0.325301,0.336861,0.360145,0.3234,0.353306,0.329876,0.363461,0.320613,0.342238,0.332577,0.318496,0.345546,0.325896,0.346693,0.349902,0.333661,0.364221,0.338654,0.332795,0.333885
0.372793,0.343215,0.353991,0.317797,0.34539,0.349662,0.336219,0.351455,0.292886,0.332568,0.317039,0.298197,0.289141,0.32234,0.346305,0.342443,0.301905,0.341907,0.333957,0.312772,0.315808,0.346223,0.335715,0.324404,0.337542,0.304862,0.338571,0.314739,0.285658,0.340533,0.311451,0.324067,0.347733,0.310363,0.34362,0.316011,0.352658,0.306218,0.330855,0.319682,0.304742,0.334095,0.310531,0.334916,0.339915,0.318518,0.354031,0.325555,0.318561,0.321073
0.364906,0.331452,0.344478,0.303186,0.33491,0.339749,0.325206,0.342774,0.278418,0.321277,0.302812,0.281997,0.270822,0.308325,0.336498,0.331361,0.287985,0.330792,0.323345,0.299926,0.300265,0.335928,0.322729,0.313751,0.328559,0.288255,0.326685,0.301837,0.267208,0.327441,0.296854,0.311957,0.337505,0.29682,0.333882,0.303354,0.341669,0.29124,0.317499,0.305416,0.290783,0.325368,0.296581,0.321842,0.329691,0.304178,0.343753,0.312498,0.303744,0.308103
0.359168,0.320993,0.33239,0.290408,0.322779,0.329069,0.314086,0.329948,0.264291,0.311825,0.289605,0.266487,0.253163,0.295402,0.325889,0.322241,0.270963,0.31865,0.313938,0.287924,0.285157,0.326544,0.308442,0.305148,0.318077,0.272263,0.317991,0.288607,0.246685,0.314852,0.284082,0.299165,0.327217,0.285062,0.324012,0.290045,0.332004,0.27792,0.304809,0.293672,0.275709,0.314789,0.283928,0.309928,0.317177,0.290969,0.334307,0.30189,0.288032,0.293954
0.352108,0.310306,0.321856,0.275375,0.312689,0.320102,0.302043,0.319766,0.250529,0.300995,0.276817,0.24971,0.234927,0.280842,0.317722,0.311976,0.255219,0.308485,0.302121,0.27335,0.267931,0.317125,0.296655,0.295686,0.308171,0.258729,0.307145,0.27402,0.227067,0.302101,0.269054,0.286834,0.317197,0.270134,0.313936,0.276402,0.320868,0.261862,0.288348,0.280456,0.262159,0.304995,0.268467,0.29814,0.306132,0.277285,0.322856,0.292202,0.272421,0.281666
0.344729,0.29799,0.310299,0.262473,0.302951,0.308888,0.290797,0.310725,0.236927,0.287616,0.262686,0.231942,0.215124,0.265889,0.308364,0.302092,0.235984,0.297489,0.290877,0.260083,0.251848,0.30726,0.282933,0.285455,0.299507,0.245043,0.296845,0.261587,0.206946,0.289211,0.252962,0.274506,0.304597,0.256047,0.303275,0.262779,0.310386,0.245895,0.275198,0.265499,0.247008,0.29388,0.251127,0.286396,0.295408,0.26348,0.311958,0.281222,0.255449,0.268143
0.340508,0.286587,0.297731,0.249803,0.292504,0.297231,0.277268,0.298797,0.220852,0.275728,0.249895,0.213796,0.19333,0.250691,0.297689,0.291366,0.219023,0.2873,0.280716,0.247616,0.235509,0.298443,0.270778,0.273454,0.288858,0.229873,0.285267,0.246619,0.186205,0.275839,0.236323,0.263745,0.294063,0.244889,0.29359,0.248113,0.299104,0.230672,0.260978,0.253011,0.231843,0.282009,0.23362,0.273979,0.282742,0.250977,0.301844,0.270414,0.237414,0.253987
0.335391,0.275693,0.286885,0.234501,0.284791,0.286039,0.262898,0.292105,0.206054,0.264325,0.234762,0.196811,0.173426,0.23591,0.288397,0.281447,0.199589,0.27776,0.270974,0.235566,0.219825,0.288667,0.255889,0.262851,0.279216,0.214736,0.275338,0.231613,0.16763,0.260121,0.220883,0.25143,0.284041,0.232053,0.283999,0.23395,0.287088,0.214058,0.246438,0.239575,0.213771,0.272193,0.216722,0.261129,0.271722,0.237375,0.290917,0.258394,0.222293,0.240111
0.329599,0.265658,0.274051,0.21928,0.275694,0.273229,0.249677,0.280801,0.190258,0.255343,0.220979,0.179596,0.15416,0.220058,0.27856,0.270011,0.180743,0.267078,0.259153,0.22272,0.202597,0.279881,0.242513,0.251149,0.269963,0.202014,0.264428,0.217842,0.145647,0.244667,0.206765,0.238191,0.272549,0.218041,0.276057,0.21999,0.276454,0.200376,0.231705,0.226679,0.196821,0.26195,0.199911,0.248308,0.258732,0.222789,0.281333,0.247285,0.204692,0.225392
0.324131,0.254884,0.262896,0.203537,0.265909,0.261732,0.238396,0.270325,0.17496,0.246965,0.207193,0.162743,0.134462,0.203943,0.26884,0.258945,0.164779,0.25656,0.252028,0.21067,0.188615,0.270287,0.228692,0.238383,0.26118,0.185673,0.252869,0.20195,0.126332,0.231323,0.191124,0.223449,0.263048,0.203536,0.265438,0.206159,0.268651,0.185042,0.218358,0.212296,0.182259,0.250304,0.183355,0.236097,0.248227,0.208444,0.270938,0.234856,0.189631,0.212849
0.318042,0.242711,0.251935,0.190579,0.255562,0.250374,0.227835,0.260979,0.161456,0.236446,0.19351,0.144827,0.117003,0.186231,0.261594,0.24931,0.147162,0.243546,0.242371,0.195561,0.170833,0.261934,0.216196,0.227753,0.252164,0.172122,0.244306,0.187848,0.107932,0.217565,0.175176,0.208418,0.251584,0.189056,0.256814,0.191589,0.259754,0.169727,0.204388,0.197835,0.165647,0.243437,0.167935,0.224243,0.238449,0.194304,0.261643,0.222431,0.171701,0.198035
