5.500000000000000444e-01,5.500000000000000444e-01
5.478189340670931440e-01,5.488927974713839752e-01
5.475384441520614320e-01,5.459073789592019388e-01
5.460134030058431120e-01,5.413428193119312892e-01
5.444500821207475250e-01,5.402952291382608907e-01
5.416410737758854399e-01,5.358429257258452427e-01
5.392267855694001799e-01,5.334239613303319860e-01
5.379382344859479081e-01,5.299535470139441484e-01
5.344920240624952967e-01,5.289306855131312712e-01
5.317580168014292008e-01,5.263203298043944711e-01
5.309244378309031509e-01,5.239908908023042100e-01
5.281715896359508999e-01,5.212718228409528587e-01
5.261627757521800675e-01,5.207098003473139558e-01
5.250319093489791422e-01,5.182724999665367926e-01
5.221837739383722310e-01,5.155035977465066699e-01
5.204127637431732456e-01,5.132606587408091725e-01
5.183102189417707617e-01,5.097855116211655879e-01
5.169800493808476283e-01,5.064395853830659933e-01
5.169140448537248300e-01,5.038984935313814972e-01
5.150320943669464135e-01,5.025806895893332182e-01
5.129809536477873966e-01,5.004368143592576867e-01
5.118379774847734431e-01,4.979945328902042889e-01
5.115638566336273563e-01,4.959590079533608420e-01
5.093386270264074200e-01,4.959644569033659911e-01
5.056351025941934196e-01,4.944945502048377350e-01
5.033490475384120311e-01,4.938749760571653491e-01
5.018222901312767714e-01,4.912435743351076245e-01
4.989514696952121464e-01,4.905876791978689977e-01
4.970003522334363044e-01,4.900320049112136811e-01
4.960469616028075346e-01,4.887405281164819426e-01
4.954246009195663603e-01,4.869517940867694739e-01
4.936191429232577588e-01,4.862821009926713844e-01
4.902247695715339915e-01,4.854530300447180702e-01
4.893675113511606889e-01,4.849714348706394285e-01
4.867417476623644990e-01,4.834694465492402893e-01
4.842882639942495682e-01,4.823696113943205521e-01
4.837318814510794818e-01,4.820835509689838649e-01
4.811843496672169040e-01,4.803804030342015974e-01
4.803438206244113329e-01,4.795520656118256730e-01
4.801942248879781383e-01,4.768798454226687578e-01
4.783307897172693890e-01,4.740430226202470010e-01
4.772743871788803216e-01,4.730473130878782850e-01
4.764266986122462910e-01,4.724813656923262384e-01
4.748037058686742085e-01,4.717055325650970632e-01
4.739772858818078749e-01,4.701748816823134725e-01
4.721727614800373396e-01,4.688244026780775675e-01
4.710142991651291577e-01,4.701695617180191578e-01
4.695361647408638484e-01,4.691954761110955774e-01
4.679628649351539327e-01,4.676689592989169419e-01
4.664207378718591146e-01,4.653933695473222443e-01
4.657681780138565597e-01,4.632908083944325406e-01
4.642528131197238839e-01,4.613220995412565806e-01
4.633366089945087918e-01,4.598127615912382948e-01
4.634112745353673457e-01,4.587158047510243031e-01
4.619501825384138005e-01,4.577395686802189778e-01
4.617328100782956968e-01,4.554132369649183665e-01
4.595134525708155504e-01,4.551968629133211208e-01
4.592782981872516324e-01,4.528046931213072224e-01
4.572710596032899533e-01,4.514445855335956770e-01
4.550449758316660320e-01,4.503492288539497346e-01
4.547324347051164284e-01,4.494546964122204669e-01
4.538949693939443031e-01,4.477594115640921579e-01
4.509690516388049630e-01,4.472245025251697648e-01
4.501821332737489523e-01,4.461079606515627183e-01
4.495901515386504510e-01,4.445544111472553017e-01
4.495067416295787655e-01,4.416746546050372424e-01
4.476466556812675468e-01,4.408974005102199167e-01
4.471198695331428663e-01,4.395312869111323573e-01
4.452291736088133667e-01,4.370887612653964194e-01
4.446868353630318849e-01,4.372941515791263223e-01
4.442232079533475764e-01,4.369942488274469183e-01
4.425510125246511772e-01,4.351922792287570840e-01
4.405483494959984703e-01,4.334587784270115818e-01
4.411647426501503766e-01,4.324328319856032277e-01
4.418796474482110659e-01,4.318162423894657542e-01
4.397406825771906225e-01,4.323567993782177488e-01
4.393385461140689729e-01,4.309533222470838254e-01
4.365594936746697297e-01,4.310082364300971136e-01
4.349322578944571638e-01,4.311874645557681185e-01
4.343524743284175038e-01,4.303629137436129626e-01
4.355384836265618897e-01,4.301870072912417076e-01
4.335724725004075353e-01,4.297301068232050603e-01
4.317200962062273106e-01,4.293356276017926132e-01
4.335514628856170782e-01,4.281706550533625477e-01
4.327336559077025191e-01,4.277073895773241263e-01
4.319713727046537999e-01,4.285815147389582247e-01
4.300155395545666170e-01,4.274302605352873208e-01
4.307498815299645178e-01,4.282840098706007792e-01
4.303108742235958184e-01,4.286904559422936023e-01
4.295297293816834339e-01,4.281019891308658898e-01
4.284956489127265122e-01,4.264355595439572877e-01
4.271022174732060361e-01,4.274317361038780239e-01
4.251099116740686412e-01,4.267279143566635735e-01
4.257215239333514978e-01,4.259547722194391706e-01
4.238321616847258166e-01,4.274935685818538333e-01
4.248240568139097784e-01,4.277994821667897019e-01
4.219444316623506275e-01,4.267787808389275073e-01
4.208206233121178919e-01,4.265897229595928541e-01
4.218727773391726665e-01,4.268451036083960037e-01
4.211611312430319498e-01,4.275368273444276612e-01
4.208532588928637352e-01,4.291961271484573404e-01
4.196921193413837292e-01,4.280272837474456971e-01
4.197090943726988210e-01,4.267054823523041551e-01
4.208800736738665393e-01,4.260908595262185017e-01
4.217157447499709777e-01,4.278686479936600340e-01
