0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000,0.550000
0.541374,0.541332,0.540538,0.543376,0.542158,0.541741,0.542138,0.541400,0.541576,0.541107,0.543217,0.541765,0.540859,0.541443,0.541262,0.543484,0.541044,0.542606,0.543089,0.541834,0.542859,0.542237,0.542376,0.542878,0.542099,0.541859,0.539956,0.541790,0.543456,0.542545,0.541578,0.543033,0.540808,0.545117,0.541217,0.541493,0.542313,0.542633,0.541606,0.542243,0.540754,0.541767,0.544002,0.541220,0.541790,0.541633,0.542123,0.540694,0.541988,0.542662,0.540681,0.541920,0.541702,0.542519,0.541491,0.542260,0.542885,0.542923,0.542366,0.541028,0.542306,0.540991,0.542821,0.541455,0.541374,0.542128,0.541981,0.542939,0.541340,0.543281,0.541514,0.541102,0.542039,0.543037,0.542198,0.542653,0.542994,0.543291,0.541115,0.541794,0.540570,0.541795,0.540556,0.541697,0.542498,0.542522,0.541685,0.542627,0.541028,0.541734,0.541830,0.541731,0.540820,0.540383,0.542365,0.542250,0.541387,0.542094,0.541680,0.541891,0.543616,0.540947,0.540452,0.541858,0.542616,0.543070,0.541737,0.541201,0.540973,0.541193,0.541760,0.541680,0.542262,0.542047,0.542183,0.540759,0.542097,0.541859,0.540901,0.541270,0.542710,0.542483,0.544827,0.542955,0.542484,0.541095,0.540622,0.540243,0.541319,0.542979,0.543278,0.542153,0.541217,0.543184,0.543801,0.541989,0.541796,0.542485,0.542920,0.540999,0.541698,0.541559,0.544977,0.540053,0.541250,0.544135,0.541170,0.542896,0.540251,0.542504,0.541854,0.542170,0.541284,0.542919,0.541578,0.543374,0.541113,0.542777,0.542149,0.542231,0.542370,0.542401,0.542972,0.541261,0.544094,0.542611,0.541349,0.543031,0.541547,0.543350,0.541663,0.540606,0.542533,0.541354,0.541489,0.541696,0.543388,0.541151,0.539830,0.543077,0.541688,0.540962,0.542646,0.541971,0.542733,0.541076,0.542696,0.542163,0.542435,0.542047,0.541887,0.540777,0.542919,0.542801,0.541509,0.541615,0.541283,0.542095,0.540790,0.541493
0.533818,0.532341,0.529103,0.535466,0.534369,0.533290,0.532514,0.533530,0.533699,0.533153,0.534648,0.533378,0.532780,0.534255,0.533414,0.535851,0.531898,0.534174,0.534814,0.534520,0.533892,0.533030,0.534578,0.533968,0.532213,0.532856,0.529445,0.534186,0.535785,0.533435,0.534807,0.533298,0.531678,0.535772,0.533759,0.534404,0.534320,0.533574,0.533881,0.534130,0.533849,0.532317,0.535535,0.531671,0.532807,0.531727,0.536828,0.533592,0.532997,0.535254,0.534049,0.534517,0.533148,0.534325,0.534927,0.533911,0.535509,0.534870,0.533541,0.533600,0.533027,0.531709,0.534574,0.534263,0.534086,0.532599,0.533632,0.534325,0.532715,0.535690,0.531287,0.532777,0.534632,0.535945,0.535145,0.534491,0.535070,0.535025,0.530886,0.532561,0.532358,0.534058,0.531465,0.532982,0.535059,0.534587,0.533217,0.533838,0.532969,0.531907,0.533138,0.532781,0.532386,0.530772,0.533566,0.533540,0.534878,0.535603,0.533671,0.534272,0.533623,0.532798,0.533978,0.534397,0.533261,0.535268,0.532984,0.531478,0.533692,0.533232,0.533961,0.533134,0.536544,0.532968,0.532505,0.532935,0.533894,0.533601,0.532121,0.533435,0.532868,0.535044,0.537269,0.533775,0.533880,0.531266,0.531248,0.531696,0.535110,0.535586,0.533580,0.533480,0.532291,0.535259,0.535086,0.533788,0.534496,0.534471,0.535190,0.533590,0.533468,0.532064,0.536662,0.530837,0.533951,0.536223,0.534878,0.535545,0.535419,0.532001,0.533370,0.536167,0.532772,0.534532,0.532887,0.536522,0.533140,0.534055,0.533953,0.532986,0.532921,0.534595,0.535779,0.531897,0.534903,0.535331,0.532206,0.533999,0.533084,0.535455,0.533370,0.532437,0.534133,0.533684,0.533386,0.532790,0.535545,0.532928,0.532662,0.531915,0.533801,0.534517,0.537314,0.533831,0.535578,0.533324,0.535494,0.533777,0.533421,0.535235,0.531937,0.533200,0.534256,0.533859,0.535475,0.532782,0.531867,0.535201,0.533931,0.533532
0.525801,0.522725,0.520245,0.528000,0.526619,0.524568,0.524272,0.524546,0.524352,0.525201,0.524903,0.523984,0.525887,0.526377,0.524421,0.527567,0.523652,0.526098,0.526212,0.525996,0.526146,0.523711,0.526143,0.525096,0.524022,0.525489,0.522140,0.525264,0.527257,0.525129,0.526419,0.522109,0.524309,0.528057,0.525450,0.527563,0.527252,0.524689,0.524871,0.523670,0.526925,0.523401,0.528399,0.524275,0.525194,0.522620,0.530302,0.525917,0.525439,0.528135,0.525223,0.526117,0.524086,0.527021,0.525383,0.524637,0.526406,0.524680,0.525647,0.526742,0.523769,0.521996,0.525265,0.525528,0.525904,0.523831,0.526325,0.526545,0.525138,0.528299,0.522890,0.525996,0.526337,0.526388,0.525212,0.525878,0.527385,0.526067,0.522937,0.524077,0.524509,0.524638,0.523913,0.525436,0.524704,0.525771,0.526048,0.525064,0.523706,0.522115,0.523349,0.523398,0.523304,0.521692,0.525827,0.525114,0.526139,0.526367,0.521934,0.525154,0.524266,0.524437,0.526070,0.527639,0.523834,0.527005,0.526510,0.522586,0.526066,0.526172,0.527165,0.524417,0.527126,0.524973,0.522537,0.524862,0.526118,0.525746,0.523947,0.524809,0.523596,0.527920,0.528214,0.525680,0.527149,0.521155,0.522706,0.523892,0.526601,0.527810,0.525137,0.525333,0.524434,0.527065,0.525885,0.526822,0.525673,0.524987,0.528177,0.524717,0.524320,0.524611,0.528791,0.522893,0.525709,0.528154,0.527815,0.529338,0.527714,0.524649,0.523808,0.526064,0.524646,0.525305,0.523320,0.528835,0.525348,0.523026,0.525932,0.525880,0.525389,0.526502,0.526635,0.525596,0.527752,0.525892,0.522828,0.526065,0.522883,0.528333,0.524338,0.524391,0.524893,0.524036,0.525014,0.524296,0.526829,0.524579,0.523384,0.522817,0.525623,0.526579,0.532159,0.523810,0.528001,0.526356,0.526601,0.525239,0.525060,0.526733,0.523317,0.523852,0.524444,0.526257,0.528441,0.524535,0.523489,0.528970,0.526058,0.525609
0.516844,0.514674,0.511656,0.519268,0.517048,0.516027,0.515723,0.515635,0.516283,0.517025,0.515208,0.516969,0.515953,0.518629,0.517129,0.518272,0.515654,0.517313,0.514712,0.516205,0.520268,0.514586,0.517536,0.514742,0.514719,0.517174,0.513367,0.517097,0.519268,0.518054,0.518556,0.511706,0.513821,0.518245,0.515745,0.516904,0.518782,0.514972,0.517539,0.514902,0.519273,0.514913,0.520819,0.516729,0.516928,0.511694,0.522570,0.515856,0.517122,0.518782,0.517852,0.516521,0.515149,0.517641,0.516395,0.516640,0.516832,0.515168,0.516748,0.518589,0.515631,0.512056,0.516308,0.516718,0.516746,0.514372,0.518260,0.517322,0.515308,0.518019,0.512054,0.518895,0.516510,0.516686,0.516839,0.518808,0.517806,0.518642,0.515340,0.516507,0.517595,0.514007,0.515128,0.518021,0.515610,0.517405,0.517521,0.516432,0.515092,0.514007,0.514694,0.514904,0.514461,0.511180,0.516709,0.516072,0.519573,0.517959,0.513511,0.517208,0.514832,0.515529,0.517611,0.517814,0.515625,0.519362,0.519325,0.514945,0.516958,0.518593,0.519352,0.515650,0.519392,0.515271,0.513810,0.517257,0.515225,0.517290,0.516179,0.518425,0.515576,0.519426,0.519265,0.517972,0.518505,0.511832,0.516201,0.515565,0.516844,0.518742,0.515200,0.517749,0.515681,0.516316,0.516217,0.518359,0.516991,0.517012,0.520796,0.515378,0.516057,0.517825,0.522152,0.515035,0.517233,0.519656,0.518661,0.519995,0.521269,0.516758,0.515940,0.518162,0.513479,0.516647,0.512726,0.519378,0.516685,0.513459,0.515259,0.517695,0.515420,0.517283,0.518485,0.516760,0.518149,0.517294,0.514137,0.516671,0.514520,0.518900,0.514336,0.515673,0.516136,0.515442,0.516809,0.514574,0.519358,0.516113,0.513740,0.513787,0.516742,0.517963,0.524031,0.516885,0.519894,0.516352,0.517292,0.516650,0.516690,0.518018,0.513264,0.516395,0.515809,0.517049,0.519475,0.514457,0.515127,0.519050,0.518252,0.516455
0.507417,0.506674,0.504224,0.510971,0.508877,0.508287,0.507358,0.508722,0.507260,0.507848,0.505231,0.508225,0.506272,0.509715,0.507714,0.511015,0.507798,0.509108,0.504310,0.506458,0.511630,0.508669,0.508727,0.505488,0.505118,0.507981,0.504611,0.506763,0.509772,0.511040,0.512035,0.502669,0.503949,0.510434,0.507496,0.507154,0.509820,0.505929,0.507871,0.506728,0.511164,0.506727,0.510450,0.509793,0.508620,0.500396,0.514240,0.506329,0.508662,0.510326,0.510095,0.507584,0.505114,0.506133,0.507809,0.508945,0.506798,0.505625,0.509936,0.508665,0.505681,0.503969,0.507849,0.508088,0.507383,0.505777,0.508701,0.508719,0.506324,0.508202,0.503374,0.510904,0.506779,0.507228,0.508234,0.509379,0.509945,0.509559,0.506571,0.508027,0.508918,0.506640,0.504992,0.509631,0.506279,0.509222,0.509477,0.506255,0.504901,0.502542,0.505197,0.507519,0.506126,0.503262,0.510099,0.505768,0.511188,0.508116,0.504197,0.508752,0.505112,0.505665,0.508859,0.507639,0.505213,0.509546,0.510887,0.507078,0.506378,0.508918,0.512059,0.506534,0.508865,0.505481,0.506283,0.509240,0.506636,0.506858,0.506733,0.509500,0.507038,0.511876,0.509716,0.509924,0.510179,0.501847,0.508452,0.506718,0.508055,0.510053,0.506768,0.510656,0.508614,0.508816,0.507681,0.510117,0.507066,0.508442,0.513390,0.505817,0.505615,0.509057,0.514008,0.505015,0.508236,0.511091,0.509918,0.511853,0.512497,0.508559,0.508049,0.508052,0.503969,0.507999,0.505663,0.511296,0.508101,0.504621,0.505722,0.509098,0.507237,0.510269,0.509085,0.509038,0.507674,0.507513,0.506562,0.508606,0.505309,0.510193,0.505294,0.504143,0.506271,0.505131,0.509415,0.504839,0.510687,0.506655,0.505464,0.502835,0.507850,0.510743,0.513504,0.508531,0.512768,0.508298,0.509054,0.508072,0.508722,0.507625,0.504342,0.508003,0.507149,0.510130,0.512076,0.504905,0.506866,0.510886,0.509684,0.507371
0.496882,0.498168,0.494335,0.501212,0.499126,0.499791,0.499146,0.500346,0.498655,0.498781,0.496001,0.497516,0.498435,0.499163,0.498669,0.501711,0.498907,0.501579,0.497517,0.497167,0.502374,0.500597,0.498588,0.495399,0.493827,0.497530,0.496268,0.497856,0.500155,0.500998,0.504150,0.494503,0.492814,0.499996,0.497858,0.496994,0.499811,0.498478,0.498609,0.497882,0.504313,0.496887,0.502707,0.500806,0.496514,0.491156,0.504530,0.495310,0.498938,0.502335,0.502422,0.498201,0.495745,0.497609,0.498824,0.500844,0.497437,0.494640,0.499235,0.500919,0.497396,0.495888,0.497385,0.495781,0.498253,0.495991,0.500242,0.498856,0.495531,0.497419,0.494811,0.500960,0.498079,0.498092,0.497164,0.504064,0.498719,0.501400,0.497112,0.498388,0.499019,0.495613,0.495206,0.500559,0.500209,0.501296,0.500121,0.496602,0.495069,0.493408,0.494999,0.499691,0.494584,0.494666,0.499066,0.496948,0.503462,0.497921,0.494011,0.499899,0.494446,0.495267,0.500646,0.499206,0.495627,0.499516,0.500982,0.498012,0.495010,0.502485,0.501888,0.494858,0.501239,0.495468,0.496895,0.501247,0.496742,0.498329,0.496552,0.502023,0.496929,0.504119,0.500160,0.499987,0.501723,0.492378,0.500717,0.497823,0.498467,0.501173,0.495607,0.502918,0.500467,0.497956,0.499565,0.501644,0.498716,0.499810,0.503056,0.496952,0.496730,0.501762,0.506381,0.496102,0.497852,0.501998,0.502746,0.504787,0.504241,0.499168,0.497329,0.498122,0.492338,0.498846,0.496223,0.501870,0.498400,0.495324,0.496766,0.500071,0.497987,0.499795,0.499087,0.500873,0.499218,0.497357,0.496907,0.500688,0.496076,0.499778,0.496009,0.493276,0.496122,0.493208,0.499864,0.495654,0.501541,0.498395,0.495307,0.494424,0.498899,0.500767,0.503708,0.499685,0.504634,0.499597,0.499239,0.498376,0.500703,0.498224,0.495139,0.498735,0.495965,0.502052,0.502170,0.497004,0.496626,0.502726,0.500435,0.500811
0.486343,0.488650,0.486438,0.491871,0.489356,0.491002,0.489481,0.490959,0.487883,0.488505,0.486509,0.488762,0.489825,0.487191,0.489689,0.493456,0.489502,0.493067,0.487853,0.488832,0.491714,0.490994,0.490056,0.485890,0.484448,0.487375,0.486930,0.488055,0.490211,0.492624,0.495593,0.484803,0.484301,0.490074,0.488506,0.485321,0.489748,0.489756,0.489209,0.486672,0.495979,0.486343,0.494138,0.493457,0.487128,0.482478,0.492857,0.486445,0.489994,0.492961,0.493458,0.488064,0.486752,0.488371,0.489031,0.491248,0.488272,0.484854,0.489223,0.491547,0.489024,0.488232,0.487925,0.485909,0.488118,0.486986,0.488909,0.489703,0.485798,0.487250,0.485884,0.492544,0.489750,0.486917,0.487202,0.495733,0.489624,0.492434,0.485902,0.488699,0.488592,0.484375,0.486219,0.490588,0.492226,0.492539,0.492095,0.487415,0.485375,0.482676,0.487062,0.491361,0.485040,0.485760,0.489472,0.487706,0.494789,0.487983,0.482908,0.491886,0.484721,0.484477,0.491173,0.489600,0.484142,0.490633,0.493051,0.487689,0.484668,0.494054,0.492607,0.484285,0.490475,0.486404,0.485387,0.490162,0.485906,0.489880,0.486258,0.495699,0.486601,0.495007,0.489370,0.490661,0.492470,0.482264,0.491011,0.489085,0.488532,0.491325,0.486192,0.493736,0.491506,0.488245,0.489276,0.492880,0.490996,0.490969,0.492677,0.487326,0.485605,0.492558,0.496731,0.486010,0.485857,0.492772,0.492836,0.494694,0.496042,0.488962,0.488465,0.488777,0.483935,0.489053,0.485754,0.493667,0.488557,0.486357,0.487257,0.490987,0.485797,0.490159,0.487959,0.491992,0.487473,0.486975,0.486954,0.491750,0.485367,0.491003,0.487283,0.482649,0.483777,0.483490,0.490156,0.486857,0.494518,0.487843,0.485916,0.484527,0.488885,0.491158,0.493674,0.490219,0.494438,0.490531,0.489148,0.489122,0.490871,0.487418,0.484231,0.487605,0.485240,0.493362,0.491633,0.490196,0.487127,0.494760,0.489222,0.491795
0.476644,0.479205,0.476894,0.481513,0.477851,0.482705,0.479866,0.479245,0.477759,0.479513,0.475054,0.476591,0.478791,0.476672,0.480233,0.481907,0.478984,0.484901,0.478819,0.478290,0.482188,0.480359,0.479571,0.475808,0.473461,0.476770,0.477764,0.477438,0.478308,0.483940,0.486962,0.475499,0.475036,0.480913,0.478698,0.475357,0.482295,0.481754,0.479794,0.476991,0.484830,0.476163,0.483854,0.483666,0.476018,0.473744,0.481486,0.476981,0.480439,0.482860,0.483469,0.478205,0.477555,0.476047,0.480898,0.481038,0.478345,0.472291,0.480601,0.483199,0.480404,0.478597,0.479813,0.477094,0.479087,0.478483,0.477008,0.480194,0.476828,0.477141,0.476344,0.480271,0.480722,0.477127,0.473331,0.484871,0.480498,0.482571,0.475457,0.477378,0.476932,0.474895,0.475464,0.481166,0.484151,0.483183,0.482573,0.476055,0.476268,0.471774,0.480349,0.481823,0.472914,0.475789,0.478275,0.477562,0.485710,0.478100,0.472637,0.481641,0.473502,0.470854,0.480415,0.479954,0.473352,0.480378,0.485173,0.476883,0.474571,0.484606,0.483711,0.474764,0.480157,0.478022,0.473894,0.479639,0.475078,0.478609,0.477697,0.488425,0.477833,0.487284,0.480329,0.480498,0.482324,0.472195,0.481546,0.479386,0.479310,0.480793,0.475128,0.484901,0.480643,0.478073,0.481856,0.483877,0.481621,0.479694,0.481403,0.476473,0.476059,0.482962,0.486531,0.476000,0.474512,0.483679,0.483628,0.484593,0.485830,0.481936,0.478518,0.479877,0.474089,0.480195,0.475870,0.483915,0.478357,0.475551,0.478329,0.479922,0.475878,0.478054,0.477882,0.482865,0.478016,0.477419,0.477125,0.482311,0.474141,0.482249,0.476018,0.473424,0.472848,0.470514,0.480547,0.477808,0.482849,0.478179,0.476233,0.474608,0.478996,0.480632,0.485103,0.481985,0.484431,0.481737,0.477880,0.478151,0.481531,0.478120,0.472193,0.477740,0.472744,0.482956,0.482440,0.479749,0.477016,0.484496,0.476862,0.481421
0.465565,0.471334,0.469256,0.471543,0.466466,0.475527,0.470339,0.466905,0.465421,0.468901,0.464718,0.465973,0.468038,0.466275,0.470119,0.471905,0.468281,0.474972,0.467507,0.467594,0.470884,0.468316,0.467728,0.464688,0.462086,0.465634,0.468743,0.466663,0.470382,0.474380,0.477503,0.466774,0.465981,0.472253,0.468012,0.462721,0.472924,0.473719,0.470079,0.467947,0.474056,0.468155,0.472994,0.474164,0.464795,0.462754,0.470786,0.466798,0.470684,0.471785,0.474336,0.466065,0.467104,0.465651,0.469108,0.471679,0.469560,0.462239,0.470434,0.473031,0.470809,0.467800,0.468141,0.467103,0.469279,0.468895,0.464666,0.469039,0.466027,0.466597,0.467269,0.469874,0.471701,0.465383,0.463633,0.474762,0.469194,0.472990,0.462449,0.468737,0.468101,0.463405,0.465111,0.471008,0.475938,0.473993,0.471567,0.465974,0.465905,0.459113,0.470893,0.470968,0.462753,0.466464,0.469096,0.466539,0.474080,0.468125,0.462540,0.473052,0.463713,0.461850,0.470077,0.469521,0.461085,0.471124,0.476343,0.467249,0.464908,0.473948,0.474084,0.463615,0.470589,0.468388,0.460988,0.466791,0.462879,0.467323,0.468326,0.480236,0.465039,0.479104,0.470031,0.470157,0.471976,0.462819,0.473154,0.470121,0.469675,0.469293,0.463613,0.477275,0.469780,0.467104,0.472321,0.475351,0.471182,0.470352,0.472087,0.464656,0.465602,0.472929,0.478503,0.464987,0.461244,0.473792,0.474844,0.475743,0.477186,0.472346,0.468786,0.468515,0.463035,0.470186,0.465469,0.471908,0.467494,0.463983,0.468649,0.470929,0.463765,0.467128,0.468252,0.473745,0.464693,0.465729,0.465382,0.470885,0.464334,0.471802,0.463613,0.460835,0.462946,0.460144,0.470742,0.467459,0.472289,0.469737,0.465252,0.464736,0.469721,0.471297,0.476465,0.471795,0.473417,0.468867,0.466447,0.467659,0.471420,0.468293,0.463511,0.467826,0.462540,0.472853,0.473854,0.468005,0.466771,0.476143,0.466856,0.469364
